"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y1","Y2"
7.15,21,38986.97,2678.09,9132.71,332.23,332.23,812.44,288,687.88,2.97,1,15.34,1.04,42.98,0.85,0.98,1
2.09,6,6655.01,1384.8,6810.89,29.77,29.77,590.78,288,570.47,1.33,1,7.11,1.02,3.93,0.25,0.98,1
4.16,12,14722.7,1547.47,7782.86,113.78,113.78,637.66,288,606.93,1.66,1,8.87,1.02,17.04,0.34,0.97,0.99
2.09,6,2946.64,1370.99,6843.97,27.11,27.11,499.28,288,559.37,1.2,1,6.42,1.02,5.86,0.13,0.96,1
9.3,27,72758.99,3560.37,9742.72,645.01,645.01,1079.52,288,777.83,4.54,1,22.99,1.05,90.03,1.78,0.98,0.98
1.14,3,4453.22,1416.09,6741.36,11.52,11.52,580.41,288,570.55,1.26,1,6.8,1.02,0,0.21,0.95,0.98
6.18,18,29762.4,2306.76,8804.34,245.94,245.94,761.77,288,663.35,2.51,1,13.19,1.03,33.54,0.66,0.99,0.99
4.16,12,14722.68,1547.47,7787.75,113.78,113.78,629.9,288,604.96,1.66,1,8.81,1.02,16.68,0.33,0.97,1
5.14,15,21633.92,1924.33,8492.9,175.27,175.27,708.25,288,638.89,2.08,1,11.05,1.03,25.15,0.5,0.97,0.99
7.15,21,39014.47,2677.96,9111.73,332.57,332.57,820.98,288,685.28,2.99,1,15.78,1.04,44.01,0.87,1,0.98
2.09,6,3835.76,1388.36,6754.86,30.34,30.34,526.03,288,561.91,1.24,1,6.74,1.02,0,0.15,0.99,0.98
6.18,18,29763.76,2306.88,8808.79,245.94,245.94,776.54,288,667.96,2.51,1,13.28,1.03,34.41,0.68,0.98,0.98
5.14,15,21631.18,1924.34,8487.77,175.25,175.25,695.44,288,634.71,2.08,1,10.99,1.03,24.48,0.49,0.98,1
9.3,27,72770.12,3560.41,9775.84,645.11,645.11,1096.31,288,784.33,4.5,1,22.6,1.05,90.79,1.8,0.96,0.99
6.18,18,29789.61,2307.52,8815.9,246.18,246.18,776.55,288,668.54,2.51,1,13.25,1.03,34.39,0.68,0.97,0.99
6.18,18,29761.31,2306.78,8803.56,245.92,245.92,780.44,288,668.61,2.51,1,13.33,1.03,34.68,0.69,0.98,0.98
5.14,15,21627.06,1924.33,8473.88,175.23,175.23,693.6,288,632.77,2.09,1,11.05,1.03,24.44,0.48,0.99,0.99
1.14,3,3592.48,1312.9,6638.35,5.53,5.53,576.59,288,562.32,1.21,1,6.58,1.02,32.33,0.23,0.97,0.98
7.15,21,39001.63,2678.05,9121.13,332.39,332.39,808.36,288,683.91,2.98,1,15.51,1.04,42.93,0.85,0.99,0.99
4.16,12,14719.85,1547.45,7737.78,113.76,113.76,638.72,288,605.4,1.66,1,8.96,1.02,17.14,0.34,0.98,0.98
1.14,3,5704.58,1402.94,6724.27,10.68,10.68,606.25,288,572.22,1.3,1,6.98,1.02,0,0.25,0.96,0.99
6.18,18,29761.71,2306.84,8794.22,246.03,246.03,772.64,288,665.56,2.51,1,13.33,1.03,34.26,0.68,0.99,0.98
2.09,6,2940.48,1371.15,6822.47,27.14,27.14,500.75,288,559.26,1.2,1,6.45,1.02,5.86,0.13,0.97,0.99
8.21,24,50991.65,3087.37,9303.04,438.03,438.03,931.95,288,732.84,3.59,1,18.68,1.04,61.19,1.21,0.98,0.98
4.16,12,14717.56,1547.44,7700.41,113.73,113.73,641.28,288,604.58,1.67,1,9.04,1.02,17.3,0.34,0.99,0.98
8.21,24,50997.08,3087.58,9318.32,438,438,950.39,288,741.28,3.58,1,18.61,1.04,62.3,1.23,0.95,0.98
2.09,6,6550.59,1386.98,6800.43,30.16,30.16,588.96,288,570.17,1.32,1,7.11,1.02,2.45,0.24,0.99,0.99
1.14,3,1920.23,1386.96,6654.02,9.52,9.52,478.87,288,547.35,1.17,1,6.21,1.02,1.59,0.11,1,1
3.14,9,8379.49,1386.76,7128.2,60.36,60.36,585.36,288,582.05,1.39,1,7.45,1.02,12.26,0.24,0.96,0.99
2.09,6,6918.23,1369.06,6795.17,26.85,26.85,598.56,288,569.7,1.33,1,7.12,1.02,12.68,0.26,0.99,1
7.15,21,38980.22,2678.08,9137.53,332.06,332.06,827.38,288,693.36,2.96,1,15.37,1.04,43.91,0.87,0.96,1
8.21,24,50993.9,3087.45,9307.91,438.12,438.12,939.02,288,735.82,3.59,1,18.67,1.04,61.64,1.22,0.97,0.98
6.18,18,29798.54,2307.21,8850.95,246.34,246.34,773.04,288,670.62,2.49,1,13.03,1.03,33.99,0.67,0.95,1
8.21,24,50996.76,3087.58,9314.51,438.13,438.13,941.85,288,738.19,3.58,1,18.58,1.04,61.7,1.22,0.96,0.98
4.16,12,14725.8,1547.48,7828.44,113.81,113.81,642.88,288,610.18,1.65,1,8.83,1.02,17.23,0.34,0.95,1
7.15,21,39016.39,2677.94,9110.81,332.47,332.47,819.71,288,684.69,2.99,1,15.79,1.04,43.94,0.87,1,0.98
8.21,24,50993.81,3087.49,9307.32,437.98,437.98,915.18,288,729.6,3.59,1,18.4,1.04,59.7,1.18,0.98,0.99
7.15,21,38982.43,2678.08,9135.56,332.1,332.1,824.68,288,692.11,2.96,1,15.39,1.04,43.76,0.87,0.96,1
3.14,9,8376.63,1386.74,7071.88,60.33,60.33,583.35,288,579.42,1.39,1,7.51,1.02,12.21,0.24,0.98,0.99
6.18,18,29762.67,2306.76,8800.27,245.97,245.97,755.11,288,661.08,2.51,1,13.17,1.03,33.15,0.66,1,1
8.21,24,50993.09,3087.46,9303.84,437.98,437.98,901.8,288,725.24,3.59,1,18.32,1.04,58.7,1.16,0.99,1
7.15,21,38992.09,2678.07,9125.58,332.2,332.2,833.18,288,692.12,2.97,1,15.63,1.04,44.56,0.88,0.97,0.98
9.3,27,72764.51,3560.39,9739.56,645.09,645.09,1060.74,288,772.96,4.54,1,22.81,1.05,88.3,1.75,0.99,0.99
3.14,9,8379.07,1386.76,7121.03,60.35,60.35,585.26,288,581.76,1.39,1,7.46,1.02,12.26,0.24,0.97,0.99
1.14,3,3416.83,1336.73,6615.85,6.74,6.74,550.8,288,556.85,1.21,1,6.54,1.02,22.87,0.2,0.99,0.99
3.14,9,8377.52,1386.75,7091.88,60.34,60.34,578.26,288,578.62,1.39,1,7.46,1.02,11.99,0.24,0.98,0.99
7.15,21,38996.73,2678.05,9121.6,332.33,332.33,836.36,288,692.06,2.98,1,15.72,1.04,44.86,0.89,0.97,0.98
1.14,3,4739.34,1404.26,6676.82,10.57,10.57,557.4,288,560.11,1.27,1,6.76,1.02,0.22,0.2,1,1
2.09,6,5354.36,1394.27,6834.71,31.52,31.52,555.64,288,567.19,1.29,1,6.88,1.02,0,0.2,0.98,1
7.15,21,39005.05,2678.02,9116.91,332.4,332.4,826.39,288,688.08,2.99,1,15.73,1.04,44.27,0.88,0.99,0.98
7.15,21,38980.67,2678.09,9134.92,332.15,332.15,846.11,288,698.09,2.96,1,15.57,1.04,45.24,0.9,0.95,0.98
3.14,9,8378.22,1386.75,7105.67,60.35,60.35,579.68,288,579.54,1.39,1,7.45,1.02,12.04,0.24,0.97,0.99
1.14,3,6995.13,1344.58,6687.69,7.25,7.25,646.5,288,573.16,1.32,1,7.1,1.02,20.21,0.32,0.97,1
6.18,18,29762.09,2306.84,8791.12,246.03,246.03,764.77,288,663.04,2.51,1,13.29,1.03,33.79,0.67,1,0.99
7.15,21,39007.98,2678.01,9115.57,332.5,332.5,821.1,288,686.24,2.99,1,15.71,1.04,43.94,0.87,0.99,0.98
9.3,27,72779.3,3560.44,9783.82,644.99,644.99,1084.75,288,782.32,4.48,1,22.28,1.05,89.46,1.77,0.96,1
4.16,12,14722.35,1547.47,7782,113.78,113.78,633.74,288,605.8,1.66,1,8.85,1.02,16.86,0.33,0.97,1
7.15,21,38989.88,2678.08,9130.29,332.21,332.21,810.81,288,686.82,2.97,1,15.37,1.04,42.91,0.85,0.98,1
4.16,12,14717.87,1547.45,7714.95,113.74,113.74,629.08,288,601.82,1.66,1,8.93,1.02,16.72,0.33,1,0.99
5.14,15,21632.49,1924.31,8483.03,175.26,175.26,721.95,288,641.75,2.08,1,11.2,1.03,25.92,0.51,0.96,0.98
8.21,24,50992.56,3087.42,9302.12,438.09,438.09,926.08,288,731.1,3.6,1,18.63,1.04,60.74,1.2,0.98,0.98
1.14,3,1837.65,1382.71,6649.11,9.27,9.27,476.64,288,546.71,1.16,1,6.19,1.02,2.02,0.11,1,1
5.14,15,21627.81,1924.34,8476.57,175.27,175.27,690.8,288,632.25,2.09,1,11.02,1.03,24.28,0.48,0.99,1
1.14,3,3065.53,1377.08,6610.15,9.05,9.05,532.78,288,556.41,1.21,1,6.56,1.02,7.03,0.17,1,0.98
4.16,12,14719.94,1547.46,7745.13,113.74,113.74,632.65,288,604.02,1.66,1,8.9,1.02,16.85,0.33,0.98,0.99
2.09,6,3111.55,1376.67,6785.89,28.15,28.15,506.61,288,559.84,1.21,1,6.55,1.02,3.11,0.13,0.98,0.98
5.14,15,21636.02,1924.34,8500.46,175.33,175.33,708.02,288,639.6,2.08,1,11.01,1.03,25.1,0.5,0.96,0.99
6.18,18,29796.26,2307.26,8839.16,246.33,246.33,773.59,288,669.75,2.5,1,13.1,1.03,34.09,0.68,0.96,1
1.14,3,1520.01,1312.71,6692.64,5.54,5.54,510.08,288,553.78,1.14,1,6.11,1.02,27.92,0.16,0.96,0.99
2.09,6,4368.86,1392.13,6823.27,31.08,31.08,533.1,288,564.03,1.26,1,6.73,1.02,0,0.17,0.98,0.99
2.09,6,4107.35,1390.49,6807.67,30.77,30.77,528.82,288,563.34,1.25,1,6.71,1.02,0,0.16,0.98,0.99
5.14,15,21628.71,1924.32,8475.1,175.26,175.26,705.77,288,636.36,2.09,1,11.13,1.03,25.09,0.5,0.98,0.99
8.21,24,50990.24,3087.31,9296.17,438.03,438.03,920.6,288,728.24,3.6,1,18.69,1.04,60.45,1.2,0.99,0.98
4.16,12,14720.46,1547.46,7748.37,113.74,113.74,638.33,288,605.72,1.66,1,8.94,1.02,17.11,0.34,0.98,0.99
1.14,3,5794.31,1326.33,6643.18,6.24,6.24,629.34,288,569.87,1.28,1,6.96,1.02,28.72,0.3,0.97,0.99
1.14,3,3557.67,1390.51,6640.26,9.88,9.88,548.81,288,560.79,1.23,1,6.66,1.02,4.37,0.18,0.99,0.98
6.18,18,29762.39,2306.83,8794.17,246.03,246.03,759.95,288,661.93,2.51,1,13.23,1.03,33.48,0.66,1,0.99
6.18,18,29791.93,2307.39,8822.9,246.21,246.21,762.66,288,665.19,2.5,1,13.11,1.03,33.51,0.66,0.98,1
6.18,18,29793.2,2307.35,8827.16,246.22,246.22,764.71,288,666.15,2.5,1,13.1,1.03,33.61,0.67,0.97,1
3.14,9,8379.16,1386.76,7119.66,60.35,60.35,591.53,288,583.59,1.39,1,7.49,1.02,12.51,0.25,0.96,0.99
5.14,15,21636.39,1924.33,8498.95,175.33,175.33,717.4,288,642.11,2.08,1,11.08,1.03,25.61,0.51,0.96,0.99
6.18,18,29790.44,2307.48,8819.18,246.27,246.27,781.34,288,670.2,2.51,1,13.27,1.03,34.66,0.69,0.97,0.98
7.15,21,38979.52,2678.08,9138.53,332.18,332.18,825.38,288,693.03,2.96,1,15.34,1.04,43.75,0.87,0.96,1
8.21,24,50992.56,3087.42,9299.13,438.11,438.11,919.35,288,728.63,3.6,1,18.62,1.04,60.27,1.19,0.99,0.98
1.14,3,7262.76,1355.82,6698.79,7.91,7.91,654.16,288,575.43,1.33,1,7.16,1.02,14.78,0.32,0.97,0.99
6.18,18,29795.86,2307.28,8838.32,246.34,246.34,779.48,288,671.35,2.5,1,13.15,1.03,34.45,0.68,0.96,0.99
4.16,12,14719.83,1547.45,7739.49,113.74,113.74,636.54,288,604.87,1.66,1,8.94,1.02,17.04,0.34,0.98,0.99
6.18,18,29794.93,2307.31,8835.48,246.29,246.29,789.26,288,673.88,2.5,1,13.24,1.03,35.05,0.69,0.95,0.98
1.14,3,6410.29,1388.92,6699.35,9.74,9.74,609.44,288,569,1.31,1,7.02,1.02,0,0.26,0.98,1
3.14,9,8375.75,1386.74,7052.6,60.32,60.32,586.01,288,579.51,1.39,1,7.55,1.02,12.33,0.24,0.98,0.98
5.14,15,21638.73,1924.35,8510.06,175.33,175.33,708.88,288,640.82,2.07,1,10.97,1.03,25.11,0.5,0.95,1
6.18,18,29763.01,2306.75,8800.32,245.95,245.95,750.47,288,659.74,2.51,1,13.13,1.03,32.86,0.65,1,1
7.15,21,38992.08,2678.07,9126.14,332.3,332.3,828.77,288,690.99,2.97,1,15.58,1.04,44.24,0.88,0.97,0.99
8.21,24,50993.19,3087.47,9307.36,438.03,438.03,903.05,288,726.46,3.58,1,18.26,1.04,58.7,1.16,0.99,1
4.16,12,14720.41,1547.46,7753.26,113.76,113.76,630.53,288,603.76,1.66,1,8.88,1.02,16.74,0.33,0.98,0.99
2.09,6,5898.76,1349.62,6803.66,23.33,23.33,608.62,288,575.29,1.29,1,7.06,1.02,22.65,0.27,0.96,0.98
3.14,9,8374.52,1386.73,7035.71,60.3,60.3,572.31,288,574.82,1.39,1,7.5,1.02,11.78,0.23,1,0.99
2.09,6,5395.54,1345.83,6732.07,22.59,22.59,569.39,288,563.03,1.28,1,6.91,1.02,22.71,0.23,1,0.99
4.16,12,14721.65,1547.46,7758.7,113.77,113.77,646.78,288,608.47,1.66,1,8.97,1.02,17.48,0.35,0.97,0.98
5.14,15,21626.28,1924.31,8465.17,175.26,175.26,713.47,288,637.51,2.09,1,11.23,1.03,25.55,0.51,0.98,0.98
6.18,18,29763.35,2306.82,8807.5,245.93,245.93,764.85,288,664.52,2.51,1,13.2,1.03,33.71,0.67,0.98,0.99
3.14,9,8379.08,1386.76,7110.85,60.36,60.36,599.06,288,585.5,1.39,1,7.54,1.02,12.81,0.25,0.96,0.98
2.09,6,3692.42,1345.78,6770.83,22.57,22.57,545.59,288,564.82,1.22,1,6.68,1.02,21.53,0.19,0.97,0.98
9.3,27,72777.39,3560.42,9773.83,644.8,644.8,1079.34,288,780.13,4.5,1,22.41,1.05,89.22,1.77,0.97,0.99
2.09,6,6856.33,1379.77,6814.95,28.83,28.83,596.44,288,570.97,1.33,1,7.12,1.02,6.95,0.26,0.98,1
9.3,27,72765.96,3560.38,9734.5,644.74,644.74,1050.71,288,770.11,4.54,1,22.77,1.05,87.46,1.73,1,0.99
6.18,18,29761.42,2306.78,8804.61,245.92,245.92,780.96,288,668.85,2.51,1,13.33,1.03,34.7,0.69,0.98,0.98
1.14,3,6457.6,1333.98,6677.14,6.64,6.64,630.33,288,569.65,1.3,1,6.98,1.02,24.49,0.3,0.98,1
5.14,15,21629.75,1924.32,8478.81,175.26,175.26,706.35,288,636.91,2.08,1,11.11,1.03,25.11,0.5,0.98,0.99
9.3,27,72771.88,3560.39,9742.07,645,645,1047.68,288,769.86,4.53,1,22.6,1.05,86.98,1.72,1,0.99
7.15,21,38987.99,2678.09,9131.73,332.21,332.21,812.77,288,687.74,2.97,1,15.36,1.04,43.02,0.85,0.98,1
2.09,6,2997.8,1353.89,6793.51,24.01,24.01,516.11,288,560.74,1.2,1,6.51,1.02,15.74,0.15,0.97,0.98
7.15,21,39015.29,2677.94,9111.23,332.54,332.54,822.01,288,685.45,2.99,1,15.8,1.04,44.09,0.87,1,0.98
5.14,15,21637.63,1924.35,8507.1,175.31,175.31,707.29,288,640.07,2.08,1,10.97,1.03,25.03,0.5,0.96,1
1.14,3,2776.76,1406.24,6675.23,10.7,10.7,504.9,288,552.89,1.2,1,6.4,1.02,0,0.14,0.99,1
5.14,15,21627.69,1924.32,8472.27,175.26,175.26,702.76,288,635.21,2.09,1,11.12,1.03,24.94,0.49,0.98,0.99
7.15,21,38976.67,2678.08,9141.01,332.02,332.02,830.46,288,695.1,2.95,1,15.34,1.04,44.05,0.87,0.95,1
3.14,9,8379.86,1386.76,7135.13,60.37,60.37,586.72,288,582.7,1.39,1,7.45,1.02,12.31,0.24,0.96,0.99
5.14,15,21627.57,1924.32,8473.15,175.22,175.22,701.8,288,635.03,2.09,1,11.11,1.03,24.89,0.49,0.98,0.99
5.14,15,21625.04,1924.32,8464.9,175.25,175.25,700.15,288,633.72,2.09,1,11.14,1.03,24.83,0.49,0.99,0.99
9.3,27,72771.42,3560.42,9778.93,645.08,645.08,1097.75,288,784.93,4.49,1,22.56,1.05,90.84,1.8,0.96,0.99
7.15,21,38985.49,2678.08,9132.59,332.24,332.24,824,288,691.19,2.97,1,15.43,1.04,43.78,0.87,0.97,0.99
5.14,15,21637.7,1924.33,8501.12,175.29,175.29,723.02,288,643.92,2.08,1,11.11,1.03,25.9,0.51,0.95,0.98
1.14,3,1704.96,1312.15,6686.04,5.5,5.5,513.95,288,553.93,1.15,1,6.15,1.02,28.29,0.16,0.96,1
7.15,21,38980.12,2678.08,9135.96,332.19,332.19,838.88,288,696.29,2.96,1,15.49,1.04,44.73,0.89,0.96,0.99
9.3,27,72765.46,3560.4,9750.16,644.79,644.79,1074.4,288,777.07,4.53,1,22.79,1.05,89.36,1.77,0.98,0.98
2.09,6,3576.5,1384.81,6780.02,29.67,29.67,517.88,288,561.46,1.23,1,6.65,1.02,0,0.14,0.98,0.98
6.18,18,29796.21,2307.27,8839.42,246.28,246.28,780.01,288,671.6,2.5,1,13.15,1.03,34.47,0.68,0.96,0.99
9.3,27,72765.47,3560.39,9749.03,645.07,645.07,1073.3,288,776.73,4.53,1,22.8,1.05,89.28,1.77,0.98,0.98
5.14,15,21630.07,1924.33,8481.43,175.26,175.26,700.56,288,635.53,2.08,1,11.06,1.03,24.78,0.49,0.98,0.99
4.16,12,14718.84,1547.45,7729.49,113.74,113.74,628.27,288,602.18,1.66,1,8.9,1.02,16.67,0.33,0.99,0.99
1.14,3,4514.34,1412.59,6715.75,11.19,11.19,564.79,288,564.73,1.26,1,6.75,1.02,0,0.2,0.98,0.99
1.14,3,3547.49,1413.35,6689.69,11.23,11.23,540.96,288,561.17,1.23,1,6.62,1.02,0,0.17,0.98,0.99
5.14,15,21625.21,1924.34,8469.2,175.21,175.21,686.82,288,630.35,2.09,1,11.03,1.03,24.09,0.48,1,1
1.14,3,2719.61,1339.95,6613,6.87,6.87,520.88,288,551.27,1.19,1,6.38,1.02,20.09,0.17,1,0.99
1.14,3,4045.38,1353.68,6609.23,7.72,7.72,568.4,288,560.45,1.24,1,6.71,1.02,16.39,0.22,0.99,0.98
6.18,18,29790.52,2307.46,8817.65,246.25,246.25,760.13,288,664,2.51,1,13.12,1.03,33.38,0.66,0.98,1
7.15,21,39004.63,2678.03,9117.45,332.33,332.33,823.68,288,687.43,2.99,1,15.7,1.04,44.08,0.87,0.99,0.98
3.14,9,8378.95,1386.76,7119.02,60.36,60.36,583.57,288,581.18,1.39,1,7.45,1.02,12.19,0.24,0.97,0.99
5.14,15,21627.53,1924.34,8476.51,175.27,175.27,687.95,288,631.42,2.09,1,11,1.03,24.12,0.48,0.99,1
3.14,9,8375.14,1386.74,7041.65,60.3,60.3,583.81,288,578.46,1.39,1,7.55,1.02,12.24,0.24,0.99,0.98
1.14,3,4844.57,1382.51,6641.14,9.4,9.4,584.15,288,565.3,1.27,1,6.88,1.02,4.56,0.23,0.99,0.98
6.18,18,29794.28,2307.31,8831.56,246.32,246.32,769.93,288,668.03,2.5,1,13.11,1.03,33.9,0.67,0.97,1
3.14,9,8377.38,1386.75,7093.71,60.33,60.33,570.99,288,576.5,1.39,1,7.42,1.02,11.7,0.23,0.99,1
6.18,18,29761.94,2306.84,8789.09,245.99,245.99,765.36,288,663.03,2.52,1,13.3,1.03,33.84,0.67,1,0.99
6.18,18,29761.19,2306.85,8790.2,245.95,245.95,780.33,288,667.39,2.51,1,13.41,1.03,34.75,0.69,0.99,0.98
1.14,3,5549.95,1406.84,6743,10.98,10.98,612.01,288,575.24,1.29,1,6.99,1.02,0,0.25,0.95,0.99
1.14,3,1986.97,1396.78,6670.32,10.17,10.17,488.8,288,551.27,1.17,1,6.26,1.02,0.39,0.12,0.99,0.99
3.14,9,8378.56,1386.75,7108.77,60.35,60.35,586.75,288,581.77,1.39,1,7.48,1.02,12.32,0.24,0.97,0.99
2.09,6,4282.8,1344.32,6806.03,22.33,22.33,560.18,288,567.58,1.24,1,6.74,1.02,23.13,0.21,0.96,0.98
5.14,15,21623.98,1924.32,8462.11,175.25,175.25,695.74,288,632.17,2.09,1,11.13,1.03,24.61,0.49,1,0.99
4.16,12,14723.85,1547.47,7792.12,113.79,113.79,649.67,288,610.61,1.66,1,8.93,1.02,17.58,0.35,0.96,0.98
8.21,24,50995.89,3087.54,9310.86,437.97,437.97,937.85,288,736.27,3.58,1,18.6,1.04,61.47,1.22,0.97,0.98
6.18,18,29761.71,2306.84,8790.13,245.96,245.96,770.64,288,664.63,2.52,1,13.34,1.03,34.16,0.68,0.99,0.98
6.18,18,29762.33,2306.84,8792.14,246.03,246.03,760.53,288,661.92,2.51,1,13.25,1.03,33.53,0.66,1,0.99
7.15,21,38998.42,2678.06,9122.98,332.38,332.38,812.56,288,685.57,2.98,1,15.51,1.04,43.19,0.86,0.99,0.99
5.14,15,21635.66,1924.31,8492.76,175.27,175.27,728.86,288,644.69,2.08,1,11.19,1.03,26.24,0.52,0.95,0.98
7.15,21,38996.46,2678.06,9123.28,332.32,332.32,823.14,288,688.69,2.98,1,15.59,1.04,43.91,0.87,0.98,0.99
7.15,21,38975.18,2678.08,9142,332.09,332.09,835.22,288,696.71,2.95,1,15.36,1.04,44.35,0.88,0.95,0.99
3.14,9,8378.01,1386.75,7091.67,60.33,60.33,599.21,288,584.85,1.39,1,7.56,1.02,12.83,0.25,0.96,0.98
4.16,12,14716.71,1547.44,7693.07,113.73,113.73,634.68,288,602.47,1.67,1,9.01,1.02,17.01,0.34,1,0.98
9.3,27,72777.36,3560.42,9768.53,644.91,644.91,1068.95,288,777.17,4.5,1,22.37,1.05,88.36,1.75,0.97,1
1.14,3,5096.15,1356.15,6623.98,7.84,7.84,591.88,288,563.61,1.27,1,6.87,1.02,15.74,0.25,0.99,0.99
4.16,12,14722.18,1547.47,7779.73,113.78,113.78,633.29,288,605.59,1.66,1,8.85,1.02,16.84,0.33,0.97,1
6.18,18,29793.26,2307.36,8828.74,246.27,246.27,781.19,288,671,2.5,1,13.21,1.03,34.6,0.69,0.96,0.99
6.18,18,29764.94,2306.96,8810.08,245.97,245.97,785.18,288,670.53,2.51,1,13.33,1.03,34.93,0.69,0.97,0.98
8.21,24,50994.96,3087.56,9323.08,438.04,438.04,929.86,288,737.42,3.56,1,18.24,1.04,60.45,1.2,0.95,0.99
1.14,3,809.33,1320.6,6692.4,5.95,5.95,481.03,288,549.21,1.11,1,5.96,1.02,22.33,0.12,0.96,1
7.15,21,38981.18,2678.08,9134.97,332.14,332.14,837.51,288,695.65,2.96,1,15.5,1.04,44.65,0.88,0.96,0.99
9.3,27,72780.59,3560.43,9778.47,645.14,645.14,1074.26,288,779.32,4.49,1,22.25,1.05,88.6,1.75,0.97,1
3.14,9,8377.66,1386.75,7088.88,60.33,60.33,590.67,288,582.22,1.39,1,7.52,1.02,12.49,0.25,0.97,0.98
5.14,15,21636.95,1924.35,8506.84,175.29,175.29,701.42,288,638.36,2.08,1,10.93,1.03,24.72,0.49,0.96,1
2.09,6,4756.18,1393.78,6836.43,31.41,31.41,541.07,288,565.26,1.27,1,6.78,1.02,0,0.18,0.98,1
1.14,3,317.84,1341.92,6706.13,7.08,7.08,449.42,288,545.23,1.1,1,5.83,1.02,9.38,0.08,0.96,1
5.14,15,21630.37,1924.34,8484.13,175.28,175.28,697.73,288,635,2.08,1,11.03,1.03,24.62,0.49,0.98,0.99
7.15,21,38995.05,2678.06,9122.54,332.33,332.33,839.42,288,693.16,2.98,1,15.73,1.04,45.05,0.89,0.97,0.98
3.14,9,8380.5,1386.77,7146.25,60.37,60.37,591.5,288,584.53,1.39,1,7.46,1.02,12.49,0.25,0.95,0.99
6.18,18,29796.3,2307.25,8838.91,246.31,246.31,767.25,288,667.91,2.5,1,13.06,1.03,33.7,0.67,0.96,1
4.16,12,14717.06,1547.44,7700.76,113.73,113.73,631.21,288,601.83,1.67,1,8.97,1.02,16.84,0.33,1,0.98
7.15,21,38989.17,2678.08,9130.23,332.26,332.26,815.73,288,688.23,2.97,1,15.41,1.04,43.26,0.86,0.98,1
2.09,6,7008.34,1371.07,6730.91,27.22,27.22,618.37,288,572.51,1.34,1,7.3,1.02,12.48,0.28,0.99,0.98
5.14,15,21633.5,1924.32,8488.47,175.3,175.3,716.06,288,640.65,2.08,1,11.13,1.03,25.58,0.51,0.96,0.98
2.09,6,5823.87,1349.14,6817.84,23.25,23.25,605.48,288,575.18,1.29,1,7.02,1.02,22.63,0.26,0.95,0.98
7.15,21,38983.55,2678.08,9132.99,332.1,332.1,834.79,288,694.39,2.96,1,15.51,1.04,44.51,0.88,0.96,0.99
6.18,18,29765.33,2306.91,8809.67,245.94,245.94,765.87,288,664.99,2.51,1,13.19,1.03,33.76,0.67,0.98,0.99
9.3,27,72762.48,3560.38,9730.61,645.05,645.05,1052.27,288,770.26,4.55,1,22.86,1.05,87.7,1.74,1,0.99
9.3,27,72771.58,3560.4,9748.84,644.81,644.81,1055.98,288,772.43,4.53,1,22.58,1.05,87.62,1.73,0.99,0.99
5.14,15,21635.89,1924.32,8495.37,175.28,175.28,722.82,288,643.27,2.08,1,11.14,1.03,25.91,0.51,0.96,0.98
7.15,21,39012.95,2677.97,9112.08,332.53,332.53,826.65,288,686.98,2.99,1,15.82,1.04,44.4,0.88,0.99,0.98
3.14,9,8374.14,1386.72,7023.96,60.3,60.3,581.54,288,577.14,1.39,1,7.56,1.02,12.16,0.24,1,0.98
6.18,18,29795.37,2307.29,8836.01,246.29,246.29,775.21,288,669.93,2.5,1,13.13,1.03,34.2,0.68,0.96,0.99
6.18,18,29792.98,2307.35,8827.4,246.28,246.28,772.63,288,668.44,2.5,1,13.16,1.03,34.09,0.68,0.97,0.99
2.09,6,6922.6,1369.89,6800.05,26.99,26.99,599.31,288,570.14,1.33,1,7.12,1.02,12.19,0.26,0.99,1
5.14,15,21633.95,1924.34,8495.46,175.27,175.27,701,288,637.09,2.08,1,10.99,1.03,24.75,0.49,0.97,1
9.3,27,72776.26,3560.42,9773.03,644.97,644.97,1080.19,288,780.27,4.5,1,22.43,1.05,89.32,1.77,0.97,0.99
5.14,15,21630.26,1924.34,8484.08,175.3,175.3,696.29,288,634.58,2.08,1,11.02,1.03,24.54,0.49,0.98,1
6.18,18,29789.67,2307.52,8817.26,246.25,246.25,788.47,288,672.04,2.51,1,13.33,1.03,35.11,0.7,0.96,0.98
2.09,6,3310.69,1349.49,6819.55,23.23,23.23,525.56,288,562.46,1.21,1,6.53,1.02,18.67,0.17,0.96,0.99
7.15,21,38990.06,2678.07,9125.94,332.21,332.21,844.14,288,695.33,2.97,1,15.71,1.04,45.3,0.9,0.96,0.98
1.14,3,3728.92,1378.3,6612.74,9.11,9.11,548.6,288,558.35,1.23,1,6.67,1.02,6.87,0.19,1,0.98
9.3,27,72767.86,3560.39,9738.51,644.82,644.82,1051.09,288,770.48,4.54,1,22.7,1.05,87.4,1.73,1,0.99
7.15,21,39007.52,2678.02,9116.72,332.38,332.38,812.45,288,684.03,2.99,1,15.62,1.04,43.31,0.86,1,0.99
9.3,27,72763.06,3560.4,9767.09,644.9,644.9,1101.13,288,784.76,4.51,1,22.83,1.05,91.48,1.81,0.96,0.98
2.09,6,4315.3,1344.3,6827.95,22.35,22.35,558.88,288,567.77,1.24,1,6.71,1.02,23.11,0.21,0.96,0.99
6.18,18,29761.67,2306.84,8788.09,245.99,245.99,768.04,288,663.71,2.52,1,13.33,1.03,34.01,0.67,1,0.98
